job_name,location,job_post_date,job_description
Area Manager in Dental Care Control in Gothenburg,"Gothenburg, Västra Götaland County, Sweden",2025-03-24 00:58:42,"Place of location Several Lockerea numbers FK 2025006755 Login and search the job opens in a new window each year makes the Swedish Social Insurance Agency 24 million decisions that affect people's lives and the entire community. We pay about SEK 250 billion each year. This is everyone's tax money we take care of. It is a great responsibility. That is why we get into every case, follow laws and regulations, inform and guide, care and show consideration. It is a job for those who want to join and take responsibility. Welcome to the Swedish Social Insurance Agency. The Swedish Social Insurance Agency is responsible for administering the state dental support and checking that the regulations are complied with. The control business will grow and we are therefore looking for a driven and purposeful area manager. Here is an opportunity for those who want to develop and lead in a changing area, in a socially important assignment. Strategic leadership, sustainability, business responsibility as area manager, you are responsible for managing operations and leading people based on the authority's long -term goals and the department's common focus. The state value base permeates your work. You primarily lead unit managers who lead other employees. In your assignment, you support the department's decision -making and take responsibility for making decisions made within your area. You create an understanding of context, direction and the target images department set up and the implementation of the plans your business has. You have operational responsibility, budget responsibility and personnel responsibility. You have an active role in pursuing collaboration issues from a larger social perspective together with other authorities and actors. If necessary, you represent the Social Insurance Office in media contacts. In the area's management team, you control the business together with your six unit managers. You concretize and break down goals into practical action and ensure through dialogues with your unit managers that strategies and plans are anchored and implemented. Through your leadership, you create the predictability, security and sustainability that is necessary for employees to take their responsibility and meet the need for change. You adapt and exercise your leadership in a way that creates the conditions for employees to use their judgment and skills. As area manager, you are part of the business area's management team and your closest superior manager is the business area manager. The service means that you handle confidential tasks, which places high demands on proper handling. Therefore, it is important that you who are going to work with us have high security awareness. It is a job for those who want to join and take responsibility. We are looking for you who have a college degree or experience and qualifications that can be tried equivalent to previous managerial experience have good leadership skills develop long -term and positive targets of their own initiatives and act proactively, get things to happen and take responsibility for the results in terms of the organization's structure and culture and take care of other things to be able Is stable as a person, promotes a confidence -creating work climate promotes mutual dialogue, is responsive and adapts their communication as needed and situation. It is a merit if you have experience of operational and strategic leadership in a managerial role experience in leading manager of experience in management from a control business experience in change management and development in a managerial role has a good understanding of the insurance fund's assignment. We attach great importance to your personal qualities. Other a service, so far, full -time, with access according to agreement. Trovination may be relevant. In accordance with the Swedish Social Insurance Agency's guideline for security, background checks are carried out in this recruitment. In this recruitment, work psychological tests can be used as part of the selection work. Place of location Umeå, Åmål, Gothenburg or Malmö. If you want to know more about Försäkringskassan as an employer visit fk.sejobbahososs contact persons head Eva-Liz Nilsson, 010-112 47 11 for questions about the service. HR specialist Maja Paulsson, Maja.paulssonforsakringskassan.se, 010-113 44 86 for questions about the recruitment process. St Annica Borg, 010-117 61 32, Saco-S Camilla Leveau, 010-111 50 13, SEKO Eliza Grundström, 010-115 34 02. Application Welcome with your application no later than April 13, 2025. Feel free to upload your diplomas, grades and certificates in connection with your application. If you have protected personal information or no access to the Bank ID, you will call the HR specialist named in the ad, you will be assisted in submitting your application."
"University lecturer in rhythmic pedagogy, School of Music","Malmo, Skåne County, Sweden",2025-03-24 02:51:08,"Lund University was founded in 1666 and is ranked recurring as one of the world's foremost universities. There are about 47,000 students and more than 8,800 employees in Lund, Helsingborg and Malmö. We are united in our quest to understand, explain and improve our world and human conditions. Lund University welcomes applicants with different backgrounds and experiences. Gender equality, equal conditions and diversity are basic principles for all parts of our operations. The School of Music in Malmö is looking for university lecturer in rhythm pedagogy The extent of the employment is 60. The employment is so far from 2025-09-01. Tasks The employment is placed in the subject teacher education in Music, Malmö Music School. As a university lecturer in rhythmic pedagogy, you will teach music teacher students primarily in the subjects Movement Covers and subject methodology for the upper secondary school. The employment may also include course leadership, participation in projects and VFU visits. Other tasks may be considered depending on the applicant's qualifications and professional qualifications. Eligibility to be eligible for employment requires a teacher's degree in music with rhythmic orientation or other education that the employer considers is relevant. Experience in teaching at music college is a requirement. In addition, documented experience of teaching in rhythmics within different stages is required. Experience and education in drama drama pedagogy and percussion is seen as a merit. For employment, you also have to have a college pedagogical education in at least five weeks, or have otherwise obtained the corresponding knowledge. If there are special reasons, the person who is employed can undergo the training during the first two years. Applicants should also be able to present documented educational skills from teaching the subject in higher education in music. Assessment grounds good subject knowledge. Good educational ability, which means good ability to conduct and develop teaching and other educational activities at different levels and with varying teaching methods. Very good professional experience or other experience of relevance to employment. Very good knowledge of the Swedish language. Good knowledge of English. In the overall assessment, such personal abilities are also taken into account as is of value in order to fulfill the tasks well. Instruction for the application on the application, the structure of the academic credit portfolio must be used. Upload your actions as PDF files in the recruitment system. The university applies individual salary setting. Please indicate salary claims in your application. The Faculty of Arts in Malmö is one of eight faculties at Lund University and consists of the School of Art, Music and Theater, as well as Inter Arts Center. At the Artistic Faculty there are candidate, master's and master's programs in free art, music and theater, as well as a number of courses of varying degrees. Here, postgraduate education and research are also conducted with artistic focus and in music pedagogy. Musicians, church musicians, composer organizers and music teachers are educated at the School of Music. In addition, postgraduate education is given in music pedagogy and artistic research in music, as well as independent courses. The School of Music collaborates with the surrounding music and cultural community. The School of Music is a relatively large workplace with about 200 employees and over 1000 students and offers a creative and stimulating environment with high artistic and educational goals. The dynamic knowledge environment that prevails at the department gives the students good conditions to develop into competent and independent musicians, educators and researchers. Malmö Music University has a clear international profile with a broad international contact network. We eliminate all contacts from advertising sellers, recruitment and staffing companies due to state procurement rules. Form of employment permanent position The extent of the employment Part-time Number of vacancies 1 Employment rate 60 per cent Malmö County Skåne Land Sweden Reference number PA2025763 Contact Magnus Ericsson 4640325499, trade union representative Ofrstfackförbundet STS University 046-222222932 Kanslisaco-s.lu.se, SEKO SEKO Civil 046-2229366, published 2025-03-24 Last application date 2025-04-13"
"University lecturer in Fagott, School of Music","Malmo, Skåne County, Sweden",2025-03-24 02:51:17,"Lund University was founded in 1666 and is ranked recurring as one of the world's foremost universities. There are about 47,000 students and more than 8,800 employees in Lund, Helsingborg and Malmö. We are united in our quest to understand, explain and improve our world and human conditions. Lund University welcomes applicants with different backgrounds and experiences. Gender equality, equal conditions and diversity are basic principles for all parts of our operations. The School of Music in Malmö is looking for university lecturer in the scope of the Fagot employment is 20 with placement in musician and church musician education. The employment is so far from 2025-09-01. Duties Teaching Fagott with a focus on Western art music, teaching in chamber music, participate in admission tests, jury work and similar tasks. The tasks also include stimulating the artistic and educational development of music education. Eligibility degree at an advanced level from music college or other higher education in music, extensive experience and professional activities as a musician at a high artistic level with deep anchoring in Western art music, documented experience in teaching in the current topic in higher music education, experience in administrative tasks that are relevant to employment, very good knowledge in Swedish and in speech. For employment, you also have to have a college pedagogical education in at least five weeks, or have otherwise obtained the corresponding knowledge. If there are special reasons, the person who is employed can undergo the training during the first two years. Applicants should also be able to present documented educational skills from teaching the subject in higher education in music. The grounds for assessment will form the basis for assessment good level as an artistic practitioner, documented and preferably acknowledged, good educational ability, which means good ability to conduct, develop and lead teaching and other educational activities, at different levels and with varying teaching methods, great emphasis is placed on well -to -do high levels, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive experience, extensive. To disseminate commitment and interest in the subject's subject areas as well as the ability to engage and inspire students to their own learning, developed commitment, drive and initiative to lead and conduct teaching on the subject, as well as good ability to plan, structure and carry out high -level education, good ability to collaborate with the surrounding cultural life. A broad network in artistic activities, preferably in the music and performing arts area, is also a merit. Consideration will be given to good cooperative ability and how you, through your experience and competence, be assessed to supplement and strengthen the subject area within the department, and contribute to its future development. When assessing the applicant, consideration will also be given to good cooperative ability and how the applicant is assessed through his experience and competence to supplement and strengthen the subject areas within the department. Instructions for the application on application, the academic credit portfolio must be used, see link below. Upload your actions as PDF files in the recruitment system. The university applies individual salary setting. Feel free to state salary claims in your application Artistic Faculty in Malmö is one of eight faculties at Lund University and consists of the School of Art, the Music and Theater, as well as Inter Arts Center. At the Artistic Faculty there are candidate, master's and master's programs in free art, music and theater, as well as a number of courses of varying degrees. Here, postgraduate education and research are also conducted with artistic focus and in music pedagogy. Musicians, church musicians, composer organizers and music teachers are educated at the School of Music. In addition, postgraduate education is given in music pedagogy and artistic research in music, as well as independent courses. The School of Music collaborates with the surrounding music and cultural community. The School of Music is a relatively large workplace with about 200 employees and over 1000 students and offers a creative and stimulating environment with high artistic and educational goals. The dynamic knowledge environment that prevails at the department gives the students good conditions to develop into competent and independent musicians, educators and researchers. Malmö Music University has a clear international profile with a broad international contact network. We eliminate all contacts from advertising sellers, recruitment and staffing companies due to state procurement rules. Form of employment permanent position The extent of employment Part-time Number of vacancies 1 Employment rate 20 percent location Malmö County Skåne Land Sweden Reference number Pa2025730 Contact Mattias Hjorth 040-325435, trade union representative Ofrstfackförbundet STS Chancellor 046-222229362 Seko Seko Civil 046-2229366, published 2025-03-24 Last application date 2025-04-13"
Global Quality & Continuous Improvement Manager,Greater Västerås Metropolitan Area,2025-03-23 11:40:25,"Share this job The opportunity Enterprise Software Solutions is recognized worldwide for its groundbreaking software solutions that facilitate the management of electricity transmission and distribution, energy trading, and asset and work management. In this global role, you will manage the Quality Continuous Improvement function within a versatile software team that is pivotal to the Green Transition. Your responsibility will be to boost our Quality and Customer Satisfaction, with unwavering support from management. You will lead a small team but will rely on leveraging the rest of the organization for success. This is not a cushy job, so roll up your sleeves. How Youll Make An Impact Define and implement the GPG Quality and CI strategy, including governance of Quality and CI function in line with business needs and directives.Act as an advocate for the Customer by ensuring the Voice of Customer is represented throughout the value chain.Manage the Global Quality Management System and coordinate the continuous improvement of our business processes.Accountable for maintaining and securing required Certifications in all units within the GPG scope.Establish process performance indicators, and ensures effective internal controls are in place to verify that processes continue to meet customer and stakeholder requirements.Analyze the process performance indicators continuously and take actions to address situations where process performance deviates from expectations and manage such deviations to the closure.Manage resolution of high-profile customer non-conformities. Protect and strengthen customer trust by effectively addressing feedback through corrective and preventive actions.Act as a Role Model and Change Agent for the behavior required to support a Quality Culture. Influence Senior Managers and Peers to ensure the correct thinking and decision making required to support the implementation and execution of Quality Strategies. Your background You hold a masters degree in software engineering or a similar analytical field, you have extensive experience in developing industry grade software, with expertise in software engineering, quality assurance, product management, or project management.Prior experience of managing a global Quality Management System and leading a software organization through a global certification process.Certification in related disciplines such as Lean, Six Sigma, CMMI, quality auditing. Proficient with Microsoft office, specifically MS Word, Excel and Power Point. Demonstrated skills in running improvement events such as RCAs, Lean Action Workouts, Kaizen, and other change management events.Strong ability to influence and inspire through personal leadership. Effective communication and negotiation skills at all levels, from senior leadership to individual contributors and on a global basis with remote multicultural teams. Accustomed to prioritizing safety, integrity and quality, and inspiring others to do the same through demonstrated leadership. What We Offer Collective agreementFlexible working timeHealth care and wellness allowanceFantastic career possibilities within Hitachi Energy both within Sweden and globallyMentor to support you throughout onboard phaseVarious trainings and education supporting employee developmentDiversified company with over 70 nationalities working in SwedenSupplementary compensation for parental leaveEmployee Benefit Portal with thousands of discounts and perks More About Us Our flexible working practices help you optimize personal and business performance while creating an environment where all employees can develop their skills and grow. More information Recruiting Manager Fredrik Ekdahl, fredrik.x.ekdahlhitachienergy.com will answer your questions about the position. Union representatives - Sveriges Ingenjörer Bo Almgren, 46 107-38 14 17 Unionen Karin Ulvemark, 46 107-38 51 42 Ledarna Frank Hollstedt, 46 107-38 70 43. All other questions can be directed to Talent Acquisition Partner Renee Lundgren, renee.lundgrenhitachienergy.com. Dont hesitate apply today and let us learn more about you and the unique contributions you can bring to our team Apply now Location Vaesteras, Vastmanland County, Sweden Woking, Surrey, United Kingdom Job type Full time Experience Senior Management Job function Quality Management Contract Regular Publication date 2024-11-25 Reference number R0061625"
Project Manager,Greater Västerås Metropolitan Area,2025-03-23 11:40:27,"Share this job With a pioneering technology-leading offering, Hitachi Energys Power Quality Solutions support the green energy transition with solutions that bring resilience, stability and increased capacity to the power grid. As a result, more renewable energy sources can be integrated, environmental impacts minimized and lower the risk of disruption in the grid. At Hitachi Energy, we value our people as our greatest asset, as we leverage diverse thoughts, backgrounds, and experiences to foster a culture of innovation and collaboration. With our skilled and global project teams, we are there to support our customers worldwide to meet their sustainable goals, paving the way for a more sustainable, flexible, and secure energy system. Join our team If you decide to join our experienced team of Project Managers, you will help to enable the green transition in the worldwide energy market by delivering cutting edge technology solutions from our market-leading FACTS portfolio Ian Hennessy and Frida Kolmodin, recruiting managers. How Youll Make An Impact As a Project Manager you will manage a team in a high-paced environment were every day offers new opportunities and your resilience shines through in both good times and challenging moments. To be successful in this role you are a confident and enthusiastic leader who is curious by nature, willing to learn and to pitch in wherever needed to reach the projects goals. You have exceptional communication skills, excelling in managing teams and fostering positive customer relationships. As a strong negotiator, you adeptly resolve issues, communicate clearly and confidently, and manage your projects with assurance. Additionally, you are good at cooperating with peers and stakeholders, ensuring smooth collaboration and successful outcomes You will hold the overall responsibilities for the management of assigned multimillion-dollar projects. You will be responsible for the management of system delivery projects, including technical and commercial responsibilities.Take the initiative and apply both creativity and perseverance to negotiate and implement the necessary actions.You will manage, both strategically and operationally, the appropriate use of technical and human resources.As a front figure on our markets all over the world you are expected to have a keen interest in finding out and sharing your knowledge about new development, market trends, competitors products and risk management. Your background Proven experience from managing system delivery projects as a project manager.A Master or Bachelors Degree in Engineering or have equivalent work experience.You have solid experience in risk management.Fluency in English and Swedish is a requirement, written and spoken alike. Previous experience in electrical systems is meritorious. What We Offer Collective agreementFlexible working timeHealth care and wellness allowanceFantastic career possibilities within Hitachi Energy both within Sweden and globallyMentor to support you throughout onboard phaseVarious trainings and education supporting employee development Diversified company with over 70 nationalities working in SwedenSupplementary compensation for parental leaveEmployee Benefit Portal with thousands of discounts and perks More About Us Are you ready to join Hitachi Energy for a career with no limits and a place where you can be yourself We are ready for you Welcome to apply Applications will be reviewed on an ongoing basis, so dont delay apply today More information Recruiting managers Ian Hennessy, ian.hennessyhitachienergy.com, Frida Kolmodin, Frida.kolmodinhitachienergy.com will answer your questions about the position. Union representatives Sveriges Ingenjörer Unionen Ledarna. All other questions can be directed to Talent Acquisition Partner Carina Riström, carina.ristromhitachienergy.com. Apply now Location Vaesteras, Vastmanland County, Sweden Job type Full time Experience Experienced Job function Project Program Management Contract Regular Publication date 2024-10-29 Reference number R0056262"
Virtual Assistant (Work From Home),European Union,2025-03-24 03:46:33,"Persona is the company top startups use to hire people from all around the world. Our vision is a future where each person can find the best role for them and companies can discover the worlds best talent. Founded by two Stanford University graduates, Persona works with the worlds fastest-growing technology startups. Our clients are funded by some of the worlds top investors, like Founders Fund, Sequoia Capital, and Andreessen Horowitz. Persona is a talent agency that recruits, trains, and staffs talented remote professionals such as yourself. This is an opportunity to work closely with the future Googles, Facebooks, and Amazons of the worldbuilding out their organizations and helping them reach the next level of success. We support everyone we hire with training, mentoring, and technology resources so they are enabled to do their best and are as happy as possible in their roles. We have a large international team dedicated to supporting and taking care of new Persona team members, and our goal is to provide excellent long-term career opportunities for everyone who joins the team. Whos building PersonaWe are a global team of passionate problem solvers who love to build new things and make our customers happy. Our team is made up of motivated, hard-working people spanning the globe, united by a culture of learning and continuous improvement. What were looking forWe are looking for Virtual Assistants to help our clients operate and scale different parts of their growing businesses. As a Virtual Assistant youll be a general problem solver, collaborating with different teams at our client company and helping them with various projects. Responsibilitieswhat youll doDrafting emails and handling business communicationsTaking video conferencesInterfacing with clients and customersScheduling and planning meetings and eventsOnline research and data collection using spreadsheetsReporting and analysisCreative work with writing and mediaOther administrative tasks and projects RequirementsFully fluent in EnglishSkilled in the use of apps and technologyAbility to commit long-term and full-timeAbility to work U.S. business hours Pacific Time, Central Time, or Eastern TimeNo work experience is required, but we will take any work experience you have into accountThis position is for serious, career-oriented candidates Other qualities we look forTrack record of success at work or in schoolAn ability to solve complex problems with minimal guidanceExperience in high performance work or school environmentsSkilled at anticipating team members needsWillingness to work hard and persevereIntellectual curiosity and resourcefulnessProfessionalism What we offerBest salaries in the industryPermanent ability to work from anywhere in the worldOpportunities for growth and advancementA fast-paced and collaborative environmentWarm and friendly company cultureFull benefits Benefits at PersonaHealth insuranceUnlimited paid time off paid sick and vacation leavesAnnual bonuses based on performanceMonthly tech allowanceOpportunity to be paid in your currency of choiceOthers depending on seniority This is a full-time and long-term role, dedicated exclusively to serving one of our clients. We are looking for individuals who are ready to fully commit their time and energy to one company and grow and develop along with that company. All roles at Persona are 100 work-from-anywhere work from home or wherever it suits you best. If this is your first time working for a U.S. company, thats okay we provide guidance and assistance getting set up as a remote professional. Once hired, we will carefully match you to a client company of ours that perfectly suits your career background, skills, and goals. In case you or any exceptional people you know are exploring other roles, our rapidly growing company is also looking for new team members with backgrounds in administration, bookkeeping, accounting, finance, project management, operations, recruiting, human resources, content writing, social media management, research, executive assistance, customer service, customer support, technical support, data management, video editing, sales, account management, marketing, and design. Visit our website for more information httpswww.personatalent.com"
"Teacher in Swedish, English to Geneskolan 7-9","Örnsköldsviks kommun, Västernorrland County, Sweden",2025-03-24 02:56:34,"At the educational administration, we work to create good conditions for each child's and pupils' learning, development and creativity. We want to create a safe and inspiring learning environment, where the desire to learn is in focus and where children, students and staff meet each other with respect. Geneskolan is Örnsköldsvik municipality's largest high school with about 400 students distributed over 16 classes. At Geneskolan, we want to be a school to be a school, and therefore put the core assignment in the first place, ie teaching and to give our students a good education. Geneskolan has a mobile -free school day. At the school there are several subject colleagues to collaborate with. For those of you who are new to your profession, Örnsköldsvik Municipality has an introductory program for new teachers, which means that during your first year you will have a supervisor. Your supervisor is an experienced teacher with the same or nearby subject qualification that can guide and support you. Tasks You will teach Swedish and English in grades 7-9 and manage the documentation and contacts this entails. The assignment involves planning, implementing and following up teaching. Contact and collaboration with guardians is an important part of the work. You will be part of a work team. You will also be a mentor in a class with a colleague. Qualifications We are looking for you with a teacher's degree with subject qualifications in Swedish and English. Other subject combinations may also be relevant, so do not hesitate to search even if you do not have permission in all requested subjects. Who are you you feel proud of deep subject knowledge in your teaching subjects. As a person, you are responsive, responsible and committed. You are a safe adult and a clear leader who is expected to be a teacher who leads and controls in the lesson room. Outside the lesson room, you maintain the clear framework of the adult world and see it as natural to take that responsibility. If the service service is a permanent position of 80-100 starting August 15, 2025 or by agreement. Please attach resume as well as a personal letter with your application. In the event of a possible employment, valid extracts from the police load register shall be presented to the employer. Inspired by what it is like to live, live and work in Örnsköldsvik We are happy to see language skills in Finnish and one of the Sami varieties when Örnsköldsvik municipality is included in both Finnish and Sami management area. In our municipality, a number of services are located in security class so security testing can happen. These services require Swedish citizenship. In this recruitment, we have made our choice of advertising channels and remove us contact from recruitment companies or advertising sellers. Form of employment permanent position The extent of the employment Full-time Number of vacancies 1 Employment rate 80-100 Ort Örnsköldsvik County Västernorrland County Sweden Reference number 2025129 Contact Linus Rutegård, Rector 073-7648709, trade union representatives Åsa Elfving, Sweden's teachers 070-5848416, asa.elfvingornskoldsvik.se, published 2025-03-24 Last application date 2025-04-21"
Technical project manager district heating and district cooling,"Västerås, Västmanland County, Sweden",2025-03-23 09:40:29,"If you want to join us in the future -proof world with us, it is possible WSP offers flexible, comprehensive and tailor -made solutions for all project phases regarding district heating and district cooling. The service palette ranges from strategic investigations to detailed design, construction management of management networks, and efficiency measures in district heating -connected industries and properties. There is a lot going on in the district heating area around our expanding cities. We can offer you the opportunity to work with exciting and developing projects and to grow in your project manager role with the help of many experienced colleagues. In this role as project manager with us, you will have a focus on project management of district heating and district cooling projects. WSP works as a OneWsp so the opportunity to work with large projects that include different technology areas and involves different types of clients and collaborate with both internal and external consultants are our everyday lives. The development opportunities at WSP are many. Possible location for the department is Borlänge, Stockholm or Västerås. Responsibility in your role as technical project manager, you benefit from knowledge on how to project district heating cooling in soil. The role is broad and you handle the project from start to finish. Your task is to deal with the challenges such as Sensitive natural environment and modern urban environment are for wiring. In the assignments we work with all types of district heating lines, from the exchange of first generation pipes in concrete box or eternite pipe to new plant of modern district heating pipes both in and above ground and in watercourses. We are looking for you who can be a technical project manager and are aware of current standards and requirements for district heating projects and have an eye and sense of what works in reality and can think through and structure a project from start to finish. Qualifications to this role we are looking for you with at least 5 years of experience in project management of district heating decay and is established in the industry and has the curiosity and the will to continue to develop your knowledge in district heating and district cooling. It is a merit if you have worked with Civil 3D, Novapoint, PowerProject or comparable program. Developing consulting role You meet ongoing clients at the energy companies and have a dialogue with customers and clients. We believe that you will enjoy the role if you are a curious, person who enjoys interacting with others and collaborating in coordinating internally at WSP and towards management owners. In the back you have the country's leading experts in district heating and the entire WSPS network of system and energy engineers. The environment with us is dynamic and you have the opportunity to work on site at WSP's office, or more flexible to get a good balance in existence. It also happens that you are out on site with customers or environments and scan the conditions in reality. Thereafter, the preparation of documents and decision -making begins. You have to a large extent the opportunity to shape the role to create your best results. With us, freedom applies under responsibility. Collaboration is a key word with us the work is characterized by good collaboration where everyone is helped to drive the projects forward and find the best and most cost -effective alternatives. If you have a construction engineering approach and like to be creative and take into account a number of factors between point A and point B then you will like our customer assignments. Contact Do not hesitate to contact any of us if you have questions or concerns Jonathan Norman, Group Manager, 010 - 721 12 74, Jonathan.normanwsp.com Anders Månsson, Head of Department, 010 - 722 90 88, Anders.manssonwsp.com Magdalena Ericsson, Recruiting, magdalena.Ericssonsson. Continuously so submit your application as soon as possible, but no later than January 2024. WSP is a global analysis and technology company that offers consulting services for sustainable community development in house industry, transport infrastructure and environmental energy. Width and diversity characterize our employees, areas of expertise, customers and types of assignments. WSP is located in 40 countries in over 550 offices in Africa, Asia, Europe, North America and Oceania. The Group has 48,700 employees in the world, in Sweden we are about 4,100. WSP.com Feel free to follow us at WSP Sweden LinkedIn, WSP Sweden Facebook, or WSPSweden Instagram for a closer insight into our business and what a day at work can look like for our employees."
Area Manager in Dental Care Control in Gothenburg,"Stockholm, Stockholm County, Sweden",2025-03-24 00:58:41,"Place of location Several Lockerea numbers FK 2025006755 Login and search the job opens in a new window each year makes the Swedish Social Insurance Agency 24 million decisions that affect people's lives and the entire community. We pay about SEK 250 billion each year. This is everyone's tax money we take care of. It is a great responsibility. That is why we get into every case, follow laws and regulations, inform and guide, care and show consideration. It is a job for those who want to join and take responsibility. Welcome to the Swedish Social Insurance Agency. The Swedish Social Insurance Agency is responsible for administering the state dental support and checking that the regulations are complied with. The control business will grow and we are therefore looking for a driven and purposeful area manager. Here is an opportunity for those who want to develop and lead in a changing area, in a socially important assignment. Strategic leadership, sustainability, business responsibility as area manager, you are responsible for managing operations and leading people based on the authority's long -term goals and the department's common focus. The state value base permeates your work. You primarily lead unit managers who lead other employees. In your assignment, you support the department's decision -making and take responsibility for making decisions made within your area. You create an understanding of context, direction and the target images department set up and the implementation of the plans your business has. You have operational responsibility, budget responsibility and personnel responsibility. You have an active role in pursuing collaboration issues from a larger social perspective together with other authorities and actors. If necessary, you represent the Social Insurance Office in media contacts. In the area's management team, you control the business together with your six unit managers. You concretize and break down goals into practical action and ensure through dialogues with your unit managers that strategies and plans are anchored and implemented. Through your leadership, you create the predictability, security and sustainability that is necessary for employees to take their responsibility and meet the need for change. You adapt and exercise your leadership in a way that creates the conditions for employees to use their judgment and skills. As area manager, you are part of the business area's management team and your closest superior manager is the business area manager. The service means that you handle confidential tasks, which places high demands on proper handling. Therefore, it is important that you who are going to work with us have high security awareness. It is a job for those who want to join and take responsibility. We are looking for you who have a college degree or experience and qualifications that can be tried equivalent to previous managerial experience have good leadership skills develop long -term and positive targets of their own initiatives and act proactively, get things to happen and take responsibility for the results in terms of the organization's structure and culture and take care of other things to be able Is stable as a person, promotes a confidence -creating work climate promotes mutual dialogue, is responsive and adapts their communication as needed and situation. It is a merit if you have experience of operational and strategic leadership in a managerial role experience in leading manager of experience in management from a control business experience in change management and development in a managerial role has a good understanding of the insurance fund's assignment. We attach great importance to your personal qualities. Other a service, so far, full -time, with access according to agreement. Trovination may be relevant. In accordance with the Swedish Social Insurance Agency's guideline for security, background checks are carried out in this recruitment. In this recruitment, work psychological tests can be used as part of the selection work. Place of location Umeå, Åmål, Gothenburg or Malmö. If you want to know more about Försäkringskassan as an employer visit fk.sejobbahososs contact persons head Eva-Liz Nilsson, 010-112 47 11 for questions about the service. HR specialist Maja Paulsson, Maja.paulssonforsakringskassan.se, 010-113 44 86 for questions about the recruitment process. St Annica Borg, 010-117 61 32, Saco-S Camilla Leveau, 010-111 50 13, SEKO Eliza Grundström, 010-115 34 02. Application Welcome with your application no later than April 13, 2025. Feel free to upload your diplomas, grades and certificates in connection with your application. If you have protected personal information or no access to the Bank ID, you will call the HR specialist named in the ad, you will be assisted in submitting your application."
Technology manager/leading signal projector,"Linköping, Östergötland County, Sweden",2025-03-23 09:22:21,"Reflement, modernization and expansion. The Swedish Transport Administration's investments in the Swedish railway are many and large in the coming years. WSP is a large player who is involved in forming the expansion of the Swedish railway network and now we are looking for leading and technology responsible signal projectors If we want to be involved today we work on WSP railway with large community building projects such as railway plan and construction document Norrbotniabanan del Skelleftebanan, renovation of the ore branch. Traces Uppsala, Location Investigation Byarum-Tenhult, rebuilding Olskroken planning department and expansion of Stockholm's subway, but also with smaller assignments. We are involved in all stages in the railway process from the early plan stages to inspection of finished construction and advisory in maintenance. WSP is a leader in the development of Railsys and ERTMS, where for several years we have been involved in the roll-out and developments within the ERTMS entry in Sweden both in systems, construction phases, development projects and capacity studies. WSP Railway has both a strong local foundation in Sweden and is also present globally where our specialists in Sweden work on behalf of internationally. We know what it takes to build a well -functioning and sustainable railway, and recruit more committed and innovative employees for our business. We are now looking for technology managers and leading projectors within Signal. For us, your personality and skills are more important than where you live, which is why we welcome the applicant from all over the country about the position as technology manager or leading projector for Signal, you will lead the technology area's planning within larger assignments. You develop the basis for the contractors concerned, seek technical solutions and authors technical design descriptions and quantity lists. As a technology manager, you have high technical knowledge and become WSPS face out to the customer for signal. In the role, you support the assignment management in various railway assignments with resource planning, staffing and coordination to ensure a successful delivery. In addition to becoming part of a local technology -wide group within the railway, you will also be part of a national team of experienced projectors in signal with solid experience in detailed design, tender requests and technical specifications. This group is led by a discipline Lead, which is available for each discipline within the railway. By being organized in this way, we can ensure that all our employees receive support on complicated issues. We can also ensure the need for skills development and supply towards the industry's change needs within each discipline. The work varies with many contact areas as the assignment groups often consist of colleagues in other disciplines and techniques in both railway specific and multidisciplinary assignments. Customers and partners are available both locally in Sweden but also internationally, which means that English is used on a daily basis. Your profile We are looking for you who have high technical expertise in signal and very good understanding of the railway business and assignments in its entirety. You have probably worked in roles related to rail planning within signal for several years. It is a merit to have a practical background in measurement technology or the contracting industry. Since this role is an assignment leader and coordinating across national borders, you need to have very good knowledge of Swedish as well as English in speech and writing. About WSP Railway WSP Railway is a national section within WSP. The section today consists of about 200 employees represented around Sweden, globally we are over 7,000 in Rail Transit. Within section Railway, competence represented for all disciplines such as land, course, electric power, contact line, signal, telecommunications, channel, traffic and capacity and early stages. All employees, both nationally and internationally, connect their competence by working in large multidisciplinary as well as smaller assignments. We want it to be easy to get in touch with us. Send your contact details or connect your LinkedIn account via the button below, and we will be happy to tell you more. Welcome with your application contact from advertising and recruitment companies. About WSP in Sweden WSP is one of the world's leading technology consultants. With an outstanding breadth of engineers, advisors and researchers, our global talents are combined to develop local solutions. WSP operates in over 50 countries and has about 73,000 employees, or as we say visionaries. At WSP in Sweden, approximately 3,800 consultants are working on delivering innovative projects in transport, infrastructure, construction, environment, project management, strategic advice and energy. Follow us at WSP Sweden LinkedIn, WSP Sweden Facebook, or WSPSweden Instagram for a closer insight into our business and what a day at work can look like for our employees."
